"sciname","TempMin","TempMax","EnvTemp"
"Neosalanx oligodontis",NA,NA,"temperate"
"Neosalanx pseudotaihuensis",6,30,"temperate"
"Neosalanx reganius",NA,NA,"temperate"
"Neosalanx taihuensis",NA,NA,"subtropical"
"Neosalanx tangkahkeii",NA,NA,"subtropical"
"Protosalanx chinensis",NA,NA,"temperate"
"Protosalanx hyalocranius",NA,NA,"temperate"
"Salangichthys microdon",NA,NA,"polar"
"Salanx ariakensis",NA,NA,"subtropical"
"Salanx chinensis",NA,NA,"temperate"
"Salanx cuvieri",NA,NA,"temperate"
"Salanx prognathus",NA,NA,"temperate"
"Brachymystax lenok",NA,NA,"temperate"
"Brachymystax savinovi",NA,NA,"temperate"
"Brachymystax tumensis",NA,NA,"temperate"
"Coregonus albellus",NA,NA,"temperate"
"Coregonus albula",NA,NA,"temperate"
"Coregonus alpenae",NA,NA,"temperate"
"Coregonus alpinus",NA,NA,"temperate"
"Coregonus anaulorum",NA,NA,"temperate"
"Coregonus arenicolus",NA,NA,"temperate"
"Coregonus artedi",0,26,"temperate"
"Coregonus atterensis",NA,NA,"temperate"
"Coregonus austriacus",NA,NA,"temperate"
"Coregonus autumnalis",NA,NA,"polar"
"Coregonus baerii",NA,NA,"temperate"
"Coregonus baicalensis",NA,NA,"temperate"
"Coregonus baunti",NA,NA,"temperate"
"Coregonus bavaricus",NA,NA,"temperate"
"Coregonus bezola",NA,NA,"temperate"
"Coregonus candidus",NA,NA,"temperate"
"Coregonus chadary",NA,NA,"temperate"
"Coregonus clupeaformis",NA,NA,"temperate"
"Coregonus clupeoides",NA,NA,"temperate"
"Coregonus confusus",NA,NA,"temperate"
"Coregonus danneri",NA,NA,"temperate"
"Coregonus duplex",NA,NA,"temperate"
"Coregonus fatioi",NA,NA,"temperate"
"Coregonus fera",NA,NA,"temperate"
"Coregonus fontanae",NA,NA,"temperate"
"Coregonus gutturosus",NA,NA,"temperate"
"Coregonus heglingus",NA,NA,"temperate"
"Coregonus hiemalis",NA,NA,"temperate"
"Coregonus hoferi",NA,NA,"temperate"
"Coregonus holsata",NA,NA,"temperate"
"Coregonus hoyi",NA,NA,"temperate"
"Coregonus huntsmani",NA,NA,"temperate"
"Coregonus johannae",NA,NA,"temperate"
"Coregonus kiletz",NA,NA,"temperate"
"Coregonus kiyi",NA,NA,"temperate"
"Coregonus ladogae",NA,NA,"temperate"
"Coregonus laurettae",NA,NA,"polar"
"Coregonus lavaretus",4,16,"temperate"
"Coregonus lucinensis",NA,NA,"temperate"
"Coregonus lutokka",NA,NA,"temperate"
"Coregonus macrophthalmus",NA,NA,"temperate"
"Coregonus maraena",NA,NA,"temperate"
"Coregonus maraenoides",NA,NA,"temperate"
"Coregonus maxillaris",NA,NA,"temperate"
"Coregonus megalops",NA,NA,"temperate"
"Coregonus migratorius",4,16,"boreal"
"Coregonus muksun",NA,NA,"polar"
"Coregonus nasus",NA,NA,"polar"
"Coregonus nelsonii",NA,NA,"boreal"
"Coregonus nigripinnis",NA,NA,"temperate"
"Coregonus nilssoni",NA,NA,"temperate"
"Coregonus nipigon",NA,NA,"temperate"
"Coregonus nobilis",NA,NA,"temperate"
"Coregonus oxyrinchus",4,20,"temperate"
"Coregonus palaea",NA,NA,"temperate"
"Coregonus pallasii",NA,NA,"temperate"
"Coregonus peled",NA,NA,"polar"
"Coregonus pennantii",NA,NA,"temperate"
"Coregonus pidschian",NA,NA,"polar"
"Coregonus pollan",NA,NA,"temperate"
"Coregonus pravdinellus",NA,NA,"temperate"
"Coregonus reighardi",NA,NA,"temperate"
"Coregonus renke",NA,NA,"temperate"
"Coregonus restrictus",NA,NA,"temperate"
"Coregonus sardinella",NA,NA,"polar"
"Coregonus stigmaticus",NA,NA,"temperate"
"Coregonus subautumnalis",NA,NA,"temperate"
"Coregonus suidteri",NA,NA,"temperate"
"Coregonus trybomi",NA,NA,"temperate"
"Coregonus tugun lenensis",NA,NA,"temperate"
"Coregonus tugun tugun",NA,NA,"temperate"
"Coregonus ussuriensis",NA,NA,"temperate"
"Coregonus vandesius",NA,NA,"temperate"
"Coregonus vessicus",NA,NA,"temperate"
"Coregonus wartmanni",4,15,"temperate"
"Coregonus widegreni",NA,NA,"temperate"
"Coregonus zenithicus",NA,NA,"temperate"
"Coregonus zuerichensis",NA,NA,"temperate"
"Coregonus zugensis",NA,NA,"temperate"
"Hucho bleekeri",NA,NA,"subtropical"
"Hucho hucho",6,18,"temperate"
"Hucho ishikawae",NA,NA,"temperate"
"Hucho taimen",NA,NA,"temperate"
"Oncorhynchus aguabonita",NA,NA,"temperate"
"Oncorhynchus apache",NA,NA,"temperate"
"Oncorhynchus chrysogaster",NA,NA,"tropical"
"Oncorhynchus clarkii",NA,23.2000007629395,"temperate"
"Oncorhynchus clarkii",NA,NA,"temperate"
"Oncorhynchus gilae",NA,NA,"temperate"
"Oncorhynchus gorbuscha",NA,21,"subtropical"
"Oncorhynchus iwame",NA,NA,"temperate"
"Oncorhynchus kawamurae",3.8,13,"temperate"
"Oncorhynchus keta",0,23.7000007629395,"temperate"
"Oncorhynchus kisutch",0,24.7999992370605,"temperate"
"Oncorhynchus masou formosanus",NA,NA,"subtropical"
"Oncorhynchus masou macrostomus",NA,NA,"temperate"
"Oncorhynchus masou masou",NA,NA,"temperate"
"Oncorhynchus mykiss",10,24,"subtropical"
"Oncorhynchus nerka",0,24.8999996185303,"temperate"
"Oncorhynchus rhodurus",NA,NA,"temperate"
"Oncorhynchus tshawytscha",0,24.8999996185303,"temperate"
"Parahucho perryi",NA,NA,"temperate"
"Prosopium abyssicola",NA,NA,"temperate"
"Prosopium coulterii",NA,NA,"temperate"
"Prosopium cylindraceum",NA,NA,"temperate"
"Prosopium gemmifer",NA,NA,"temperate"
"Prosopium spilonotus",NA,NA,"temperate"
"Prosopium williamsoni",NA,23.2000007629395,"temperate"
"Salmo abanticus",NA,NA,"subtropical"
"Salmo akairos",NA,NA,"temperate"
"Salmo aphelios",NA,NA,"temperate"
"Salmo balcanicus",NA,NA,"temperate"
"Salmo carpio",NA,NA,"temperate"
"Salmo caspius",NA,NA,"subtropical"
"Salmo cenerinus",NA,NA,"subtropical"
"Salmo cettii",NA,NA,"subtropical"
"Salmo chilo",NA,NA,"subtropical"
"Salmo ciscaucasicus",NA,NA,"subtropical"
"Salmo coruhensis",NA,NA,"subtropical"
"Salmo dentex",NA,NA,"subtropical"
"Salmo euphrataeus",NA,NA,"subtropical"
"Salmo ezenami",NA,NA,"temperate"
"Salmo farioides",NA,NA,"subtropical"
"Salmo ferox",NA,NA,"temperate"
"Salmo fibreni",10,11,"subtropical"
"Salmo ischchan",NA,NA,"temperate"
"Salmo kottelati",NA,NA,"subtropical"
"Salmo labecula",NA,NA,"subtropical"
"Salmo labrax",NA,NA,"temperate"
"Salmo letnica",NA,NA,"temperate"
"Salmo lourosensis",NA,NA,"temperate"
"Salmo lumi",NA,NA,"temperate"
"Salmo macedonicus",NA,NA,"temperate"
"Salmo macrostigma",NA,NA,"subtropical"
"Salmo marmoratus",2,15,"subtropical"
"Salmo montenigrinus",NA,NA,"temperate"
"Salmo nigripinnis",NA,NA,"temperate"
"Salmo obtusirostris",NA,NA,"temperate"
"Salmo ohridanus",NA,NA,"subtropical"
"Salmo okumusi",NA,NA,"subtropical"
"Salmo opimus",NA,NA,"subtropical"
"Salmo pallaryi",NA,NA,"high altitude"
"Salmo pelagonicus",NA,NA,"subtropical"
"Salmo peristericus",NA,NA,"temperate"
"Salmo platycephalus",NA,NA,"subtropical"
"Salmo rhodanensis",NA,NA,"subtropical"
"Salmo rizeensis",NA,NA,"subtropical"
"Salmo salar",2,9,"temperate"
"Salmo salar",NA,NA,"temperate"
"Salmo salar",NA,NA,"temperate"
"Salmo schiefermuelleri",NA,NA,"temperate"
"Salmo stomachicus",NA,NA,"temperate"
"Salmo taleri",NA,NA,"temperate"
"Salmo tigridis",NA,NA,"subtropical"
"Salmo trutta",18,24,"subtropical"
"Salmo trutta",NA,NA,"temperate"
"Salmo trutta",2,16,"temperate"
"Salmo trutta",NA,NA,"temperate"
"Salmo trutta",NA,NA,"temperate"
"Salmo trutta",NA,NA,"temperate"
"Salmo trutta",NA,NA,"temperate"
"Salmo visovacensis",NA,NA,"temperate"
"Salmo zrmanjaensis",NA,NA,"temperate"
"Salvelinus agassizii",NA,NA,"subtropical"
"Salvelinus albus",NA,NA,"temperate"
"Salvelinus alpinus alpinus",4,16,"temperate"
"Salvelinus alpinus erythrinus",NA,NA,"temperate"
"Salvelinus anaktuvukensis",NA,NA,"polar"
"Salvelinus andriashevi",NA,NA,"boreal"
"Salvelinus boganidae",NA,NA,"temperate"
"Salvelinus colii",NA,NA,"temperate"
"Salvelinus confluentus",NA,NA,"temperate"
"Salvelinus curilus",NA,NA,"temperate"
"Salvelinus czerskii",NA,NA,"temperate"
"Salvelinus drjagini",NA,NA,"temperate"
"Salvelinus elgyticus",NA,NA,"temperate"
"Salvelinus evasus",NA,NA,"temperate"
"Salvelinus faroensis",NA,NA,"temperate"
"Salvelinus fimbriatus",NA,NA,"temperate"
"Salvelinus fontinalis",0,25.2999992370605,"temperate"
"Salvelinus gracillimus",NA,NA,"temperate"
"Salvelinus grayi",NA,NA,"temperate"
"Salvelinus gritzenkoi",NA,NA,"temperate"
"Salvelinus inframundus",NA,NA,"temperate"
"Salvelinus jacuticus",NA,NA,"temperate"
"Salvelinus japonicus",NA,NA,"temperate"
"Salvelinus killinensis",NA,NA,"temperate"
"Salvelinus krogiusae",NA,NA,"temperate"
"Salvelinus kronocius",NA,NA,"temperate"
"Salvelinus kuznetzovi",NA,NA,"temperate"
"Salvelinus lepechini",NA,NA,"temperate"
"Salvelinus leucomaenis imbrius",NA,NA,"temperate"
"Salvelinus leucomaenis leucomaenis",NA,NA,"temperate"
"Salvelinus leucomaenis pluvius",NA,NA,"temperate"
"Salvelinus levanidovi",NA,NA,"temperate"
"Salvelinus lonsdalii",NA,NA,"temperate"
"Salvelinus mallochi",NA,NA,"temperate"
"Salvelinus malma",4,18,"temperate"
"Salvelinus malma",NA,NA,"temperate"
"Salvelinus maxillaris",NA,NA,"temperate"
"Salvelinus murta",NA,NA,"polar"
"Salvelinus namaycush",NA,NA,"temperate"
"Salvelinus neiva",NA,NA,"boreal"
"Salvelinus neocomensis",NA,NA,"temperate"
"Salvelinus obtusus",NA,NA,"temperate"
"Salvelinus perisii",NA,NA,"temperate"
"Salvelinus profundus",NA,NA,"temperate"
"Salvelinus salvelinoinsularis",NA,NA,"temperate"
"Salvelinus schmidti",NA,NA,"temperate"
"Salvelinus struanensis",NA,NA,"temperate"
"Salvelinus taimyricus",NA,NA,"temperate"
"Salvelinus taranetzi",NA,NA,"temperate"
"Salvelinus thingvallensis",NA,NA,"polar"
"Salvelinus tolmachoffi",NA,NA,"temperate"
"Salvelinus umbla",NA,NA,"temperate"
"Salvelinus vasiljevae",NA,NA,"temperate"
"Salvelinus willoughbii",NA,NA,"temperate"
"Salvelinus youngeri",NA,NA,"temperate"
"Salvethymus svetovidovi",NA,NA,"temperate"
"Stenodus leucichthys",NA,NA,"boreal"
"Stenodus nelma",NA,NA,"temperate"
"Thymallus arcticus",NA,NA,"temperate"
"Thymallus baicalensis",NA,NA,"boreal"
"Thymallus brevipinnis",NA,NA,"temperate"
"Thymallus brevirostris",NA,NA,"temperate"
"Thymallus burejensis",NA,NA,"temperate"
"Thymallus flavomaculatus",NA,NA,"temperate"
"Thymallus grubii",NA,NA,"temperate"
"Thymallus mertensii",NA,NA,"temperate"
"Thymallus nigrescens",NA,NA,"temperate"
"Thymallus pallasii",NA,NA,"temperate"
"Thymallus svetovidovi",NA,NA,"temperate"
"Thymallus thymallus",6,18,"temperate"
"Thymallus tugarinae",NA,NA,"temperate"
"Thymallus yaluensis",NA,NA,"temperate"
"Plagiopsetta glossa",NA,NA,"tropical"
"Plagiopsetta gracilis",NA,NA,"tropical"
"Plagiopsetta stigmosa",NA,NA,"tropical"
"Samaris chesterfieldensis",NA,NA,"tropical"
"Samaris costae",NA,NA,"tropical"
"Samaris cristatus",NA,NA,"tropical"
"Samaris macrolepis",NA,NA,"tropical"
"Samaris spinea",NA,NA,"tropical"
"Samariscus asanoi",NA,NA,"tropical"
"Samariscus corallinus",NA,NA,"subtropical"
"Samariscus desoutterae",NA,NA,"tropical"
"Samariscus filipectoralis",NA,NA,"subtropical"
"Samariscus huysmani",NA,NA,"tropical"
"Samariscus inornatus",NA,NA,"tropical"
"Samariscus japonicus",NA,NA,"temperate"
"Samariscus latus",NA,NA,"temperate"
"Samariscus leopardus",NA,NA,"subtropical"
"Samariscus longimanus",NA,NA,"deep-water"
"Samariscus luzonensis",NA,NA,"tropical"
"Samariscus macrognathus",NA,NA,"tropical"
"Samariscus maculatus",NA,NA,"deep-water"
"Samariscus multiradiatus",NA,NA,"deep-water"
"Samariscus neocaledonia",NA,NA,"subtropical"
"Samariscus nielseni",NA,NA,"tropical"
"Samariscus sunieri",NA,NA,"tropical"
"Samariscus triocellatus",NA,NA,"tropical"
"Samariscus xenicus",NA,NA,"temperate"
"Bolbometopon muricatum",NA,NA,"tropical"
"Calotomus carolinus",NA,NA,"tropical"
"Calotomus japonicus",NA,NA,"subtropical"
"Calotomus spinidens",NA,NA,"tropical"
"Calotomus viridescens",NA,NA,"tropical"
"Calotomus zonarchus",NA,NA,"tropical"
"Cetoscarus bicolor",24,28,"tropical"
"Cetoscarus ocellatus",NA,NA,"tropical"
"Chlorurus atrilunula",NA,NA,"tropical"
"Chlorurus bleekeri",NA,NA,"tropical"
"Chlorurus bowersi",NA,NA,"tropical"
"Chlorurus capistratoides",NA,NA,"tropical"
"Chlorurus cyanescens",NA,NA,"tropical"
"Chlorurus enneacanthus",NA,NA,"tropical"
"Chlorurus frontalis",NA,NA,"tropical"
"Chlorurus genazonatus",NA,NA,"tropical"
"Chlorurus gibbus",NA,NA,"tropical"
"Chlorurus japanensis",NA,NA,"tropical"
"Chlorurus microrhinos",NA,NA,"tropical"
"Chlorurus oedema",NA,NA,"tropical"
"Chlorurus perspicillatus",NA,NA,"tropical"
"Chlorurus rhakoura",NA,NA,"tropical"
"Chlorurus sordidus",NA,NA,"tropical"
"Chlorurus spilurus",NA,NA,"tropical"
"Chlorurus strongylocephalus",NA,NA,"tropical"
"Chlorurus troschelii",NA,NA,"tropical"
"Cryptotomus roseus",NA,NA,"tropical"
"Hipposcarus harid",NA,NA,"tropical"
"Hipposcarus longiceps",NA,NA,"tropical"
"Leptoscarus vaigiensis",NA,NA,"tropical"
"Nicholsina denticulata",NA,NA,"tropical"
"Nicholsina usta collettei",NA,NA,"tropical"
"Nicholsina usta usta",NA,NA,"tropical"
"Scarus altipinnis",NA,NA,"tropical"
"Scarus arabicus",NA,NA,"tropical"
"Scarus caudofasciatus",NA,NA,"tropical"
"Scarus chameleon",NA,NA,"tropical"
"Scarus chinensis",NA,NA,"subtropical"
"Scarus coelestinus",NA,NA,"tropical"
"Scarus coeruleus",NA,NA,"tropical"
"Scarus collana",NA,NA,"tropical"
"Scarus compressus",NA,NA,"tropical"
"Scarus dimidiatus",NA,NA,"tropical"
"Scarus dubius",NA,NA,"tropical"
"Scarus falcipinnis",NA,NA,"tropical"
"Scarus ferrugineus",NA,NA,"tropical"
"Scarus festivus",NA,NA,"tropical"
"Scarus flavipectoralis",NA,NA,"tropical"
"Scarus forsteni",NA,NA,"tropical"
"Scarus frenatus",NA,NA,"tropical"
"Scarus fuscocaudalis",NA,NA,"tropical"
"Scarus fuscopurpureus",NA,NA,"tropical"
"Scarus ghobban",NA,NA,"tropical"
"Scarus globiceps",NA,NA,"tropical"
"Scarus gracilis",NA,NA,"temperate"
"Scarus guacamaia",NA,NA,"subtropical"
"Scarus hoefleri",NA,NA,"tropical"
"Scarus hypselopterus",NA,NA,"tropical"
"Scarus iseri",NA,NA,"subtropical"
"Scarus koputea",NA,NA,"tropical"
"Scarus longipinnis",NA,NA,"subtropical"
"Scarus maculipinna",NA,NA,"tropical"
"Scarus niger",NA,NA,"tropical"
"Scarus obishime",NA,NA,"temperate"
"Scarus oviceps",NA,NA,"tropical"
"Scarus ovifrons",NA,NA,"subtropical"
"Scarus perrico",NA,NA,"tropical"
"Scarus persicus",NA,NA,"tropical"
"Scarus prasiognathos",NA,NA,"tropical"
"Scarus psittacus",NA,NA,"tropical"
"Scarus quoyi",NA,NA,"tropical"
"Scarus rivulatus",NA,NA,"tropical"
"Scarus rubroviolaceus",NA,NA,"tropical"
"Scarus russelii",NA,NA,"tropical"
"Scarus scaber",NA,NA,"tropical"
"Scarus schlegeli",NA,NA,"tropical"
"Scarus spinus",NA,NA,"tropical"
"Scarus taeniopterus",NA,NA,"tropical"
"Scarus tricolor",NA,NA,"tropical"
"Scarus trispinosus",NA,NA,"tropical"
"Scarus vetula",NA,NA,"tropical"
"Scarus viridifucatus",NA,NA,"tropical"
"Scarus xanthopleura",NA,NA,"tropical"
"Scarus zelindae",NA,NA,"tropical"
"Scarus zufar",NA,NA,"tropical"
"Sparisoma amplum",NA,NA,"tropical"
"Sparisoma atomarium",NA,NA,"tropical"
"Sparisoma aurofrenatum",NA,NA,"subtropical"
"Sparisoma axillare",NA,NA,"tropical"
"Sparisoma choati",NA,NA,"tropical"
"Sparisoma chrysopterum",NA,NA,"tropical"
"Sparisoma cretense",NA,NA,"subtropical"
"Sparisoma frondosum",NA,NA,"tropical"
"Sparisoma griseorubrum",NA,NA,"tropical"
"Sparisoma radians",NA,NA,"tropical"
"Sparisoma rocha",NA,NA,"tropical"
"Sparisoma rubripinne",NA,NA,"tropical"
"Sparisoma strigatum",NA,NA,"tropical"
"Sparisoma tuiupiranga",NA,NA,"subtropical"
"Sparisoma viride",NA,NA,"subtropical"
"Scatophagus argus",20,28,"tropical"
"Scatophagus tetracanthus",22,30,"tropical"
"Selenotoca multifasciata",20,28,"tropical"
"Selenotoca papuensis",NA,NA,"tropical"
"Ailia coila",NA,NA,"tropical"
"Ailiichthys punctata",NA,NA,"tropical"
"Clupisoma bastari",NA,NA,"tropical"
"Clupisoma garua",NA,NA,"tropical"
"Clupisoma longianalis",NA,NA,"subtropical"
"Clupisoma montana",NA,NA,"tropical"
"Clupisoma naziri",NA,NA,"subtropical"
"Clupisoma nujiangense",NA,NA,"tropical"
"Clupisoma prateri",NA,NA,"tropical"
"Clupisoma roosae",NA,NA,"subtropical"
"Clupisoma sinense",NA,NA,"tropical"
"Eutropiichthys britzi",NA,NA,"tropical"
"Eutropiichthys burmannicus",NA,NA,"tropical"
"Eutropiichthys goongwaree",NA,NA,"tropical"
"Eutropiichthys murius",NA,NA,"tropical"
"Eutropiichthys salweenensis",NA,NA,"tropical"
"Eutropiichthys vacha",NA,NA,"tropical"
"Irvineia orientalis",NA,NA,"tropical"
"Irvineia voltae",NA,NA,"tropical"
"Laides hexanema",NA,NA,"tropical"
"Laides longibarbis",NA,NA,"tropical"
"Neotropius acutirostris",NA,NA,"tropical"
"Neotropius atherinoides",18,28,"tropical"
"Neotropius khavalchor",NA,NA,"tropical"
"Parailia congica",23,26,"tropical"
"Parailia occidentalis",NA,NA,"tropical"
"Parailia pellucida",25,28,"tropical"
"Parailia somalensis",NA,NA,"tropical"
"Parailia spiniserrata",NA,NA,"tropical"
"Pareutropius buffei",24,27,"tropical"
"Pareutropius debauwi",NA,NA,"tropical"
"Pareutropius longifilis",23,27,"tropical"
"Pareutropius mandevillei",NA,NA,"tropical"
"Platytropius siamensis",21,25,"tropical"
"Platytropius yunnanensis",NA,NA,"tropical"
"Proeutropiichthys buchanani",NA,NA,"subtropical"
"Proeutropiichthys macropthalmos",NA,NA,"tropical"
"Proeutropiichthys taakree",NA,NA,"tropical"
"Pseudeutropius brachypopterus",22,NA,"tropical"
"Pseudeutropius indigens",NA,NA,"tropical"
"Pseudeutropius mitchelli",NA,NA,"tropical"
"Pseudeutropius moolenburghae",22,NA,"tropical"
"Schilbe angolensis",NA,NA,"tropical"
"Schilbe banguelensis",NA,NA,"tropical"
"Schilbe bocagii",NA,NA,"tropical"
"Schilbe brevianalis",24,27,"tropical"
"Schilbe congensis",NA,NA,"tropical"
"Schilbe djeremi",NA,NA,"tropical"
"Schilbe durinii",NA,NA,"tropical"
"Schilbe grenfelli",23,26,"tropical"
"Schilbe intermedius",NA,NA,"tropical"
"Schilbe laticeps",NA,NA,"tropical"
"Schilbe mandibularis",NA,NA,"tropical"
"Schilbe marmoratus",24,26,"tropical"
"Schilbe micropogon",NA,NA,"tropical"
"Schilbe moebiusii",NA,NA,"tropical"
"Schilbe multitaeniatus",NA,NA,"tropical"
"Schilbe mystus",23,27,"tropical"
"Schilbe nyongensis",NA,NA,"tropical"
"Schilbe tumbanus",NA,NA,"tropical"
"Schilbe uranoscopus",NA,NA,"tropical"
"Schilbe yangambianus",NA,NA,"tropical"
"Schilbe zairensis",NA,NA,"tropical"
"Silonia childreni",NA,NA,"tropical"
"Silonia silondia",23,26,"tropical"
"Siluranodon auritus",NA,NA,"tropical"
"Schindleria brevipinguis",NA,NA,"subtropical"
"Schindleria pietschmanni",NA,NA,"tropical"
"Schindleria praematura",NA,NA,"tropical"
"Aplodinotus grunniens",NA,32.4000015258789,"subtropical"
"Argyrosomus amoyensis",NA,NA,"tropical"
"Argyrosomus beccus",NA,NA,"subtropical"
"Argyrosomus coronus",NA,NA,"tropical"
"Argyrosomus heinii",NA,NA,"tropical"
"Argyrosomus hololepidotus",13,24,"subtropical"
"Argyrosomus inodorus",NA,NA,"subtropical"
"Argyrosomus japonicus",NA,NA,"tropical"
"Argyrosomus regius",NA,NA,"subtropical"
"Argyrosomus thorpei",NA,NA,"subtropical"
"Aspericorvina jubata",NA,NA,"tropical"
"Atractoscion aequidens",NA,NA,"tropical"
"Atractoscion nobilis",NA,NA,"subtropical"
"Atrobucca adusta",NA,NA,"tropical"
"Atrobucca alcocki",NA,NA,"tropical"
"Atrobucca antonbruun",NA,NA,"tropical"
"Atrobucca bengalensis",NA,NA,"tropical"
"Atrobucca brevis",NA,NA,"deep-water"
"Atrobucca geniae",NA,NA,"deep-water"
"Atrobucca kyushini",NA,NA,"deep-water"
"Atrobucca marleyi",NA,NA,"subtropical"
"Atrobucca nibe",NA,NA,"deep-water"
"Atrobucca trewavasae",NA,NA,"deep-water"
"Austronibea oedogenys",NA,NA,"tropical"
"Bahaba chaptis",NA,NA,"tropical"
"Bahaba polykladiskos",NA,NA,"tropical"
"Bahaba taipingensis",NA,NA,"subtropical"
"Bairdiella armata",NA,NA,"tropical"
"Bairdiella chrysoura",NA,NA,"subtropical"
"Bairdiella ensifera",NA,NA,"tropical"
"Bairdiella icistia",NA,NA,"tropical"
"Bairdiella ronchus",NA,NA,"tropical"
"Boesemania microlepis",NA,NA,"tropical"
"Cheilotrema fasciatum",NA,NA,"subtropical"
"Cheilotrema saturnum",NA,NA,"subtropical"
"Chrysochir aureus",NA,NA,"tropical"
"Cilus gilberti",NA,NA,"tropical"
"Collichthys lucidus",NA,NA,"subtropical"
"Collichthys niveatus",NA,NA,"subtropical"
"Corvula batabana",NA,NA,"subtropical"
"Corvula macrops",NA,NA,"tropical"
"Corvula sanctaeluciae",NA,NA,"subtropical"
"Ctenosciaena gracilicirrhus",NA,NA,"tropical"
"Ctenosciaena peruviana",NA,NA,"tropical"
"Cynoscion acoupa",NA,NA,"subtropical"
"Cynoscion albus",NA,NA,"tropical"
"Cynoscion analis",NA,NA,"subtropical"
"Cynoscion arenarius",NA,NA,"subtropical"
"Cynoscion guatucupa",NA,NA,"subtropical"
"Cynoscion jamaicensis",NA,NA,"subtropical"
"Cynoscion leiarchus",NA,NA,"tropical"
"Cynoscion microlepidotus",NA,NA,"tropical"
"Cynoscion nannus",NA,NA,"deep-water"
"Cynoscion nebulosus",NA,NA,"subtropical"
"Cynoscion nortoni",NA,NA,"tropical"
"Cynoscion nothus",NA,NA,"subtropical"
"Cynoscion othonopterus",NA,NA,"subtropical"
"Cynoscion parvipinnis",NA,NA,"subtropical"
"Cynoscion phoxocephalus",NA,NA,"tropical"
"Cynoscion praedatorius",NA,NA,"tropical"
"Cynoscion regalis",17,26.5,"subtropical"
"Cynoscion reticulatus",NA,NA,"tropical"
"Cynoscion similis",NA,NA,"tropical"
"Cynoscion squamipinnis",NA,NA,"tropical"
"Cynoscion steindachneri",NA,NA,"tropical"
"Cynoscion stolzmanni",NA,NA,"tropical"
"Cynoscion striatus",NA,NA,"subtropical"
"Cynoscion virescens",NA,NA,"tropical"
"Cynoscion xanthulus",NA,NA,"tropical"
"Daysciaena albida",NA,NA,"tropical"
"Dendrophysa russelii",NA,NA,"tropical"
"Elattarchus archidium",NA,NA,"tropical"
"Equetus lanceolatus",NA,NA,"tropical"
"Equetus punctatus",NA,NA,"tropical"
"Genyonemus lineatus",NA,NA,"subtropical"
"Isopisthus parvipinnis",NA,NA,"tropical"
"Isopisthus remifer",NA,NA,"tropical"
"Johnius amblycephalus",NA,NA,"tropical"
"Johnius australis",NA,NA,"tropical"
"Johnius belangerii",NA,NA,"tropical"
"Johnius borneensis",NA,NA,"tropical"
"Johnius cantori",NA,NA,"tropical"
"Johnius carouna",NA,NA,"tropical"
"Johnius carutta",NA,NA,"tropical"
"Johnius coitor",NA,NA,"tropical"
"Johnius distinctus",NA,NA,"temperate"
"Johnius dorsalis",NA,NA,"tropical"
