"sciname","StockCode","AgeMatMin","AgeMatMin2","tm"
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,5,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,2,4,NA
"Merluccius merluccius",40,2,4,NA
"Merluccius merluccius",40,4,NA,NA
"Merluccius merluccius",40,NA,NA,3.5
"Merluccius merluccius",40,NA,NA,3
"Merluccius merluccius",40,2,NA,NA
"Merluccius merluccius",40,3,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,NA
"Merluccius merluccius",40,NA,NA,4.12
"Merluccius merluccius",40,NA,NA,2.86
"Merluccius merluccius",56769,NA,NA,NA
"Merluccius merluccius",56769,NA,NA,NA
"Merluccius merluccius",56769,3,NA,NA
"Merluccius merluccius",56769,NA,NA,NA
"Merluccius merluccius",56769,NA,NA,NA
"Merluccius merluccius",56769,NA,NA,NA
"Merluccius merluccius",56769,4,6,NA
"Merluccius merluccius",56769,NA,NA,NA
"Merluccius merluccius",56769,NA,NA,NA
"Merluccius merluccius",56769,NA,NA,NA
"Merluccius merluccius",56769,NA,NA,NA
"Merluccius merluccius",56769,NA,NA,NA
"Merluccius merluccius",56769,NA,NA,NA
"Merluccius merluccius",56769,NA,NA,NA
"Merluccius merluccius",56769,NA,NA,NA
"Merluccius merluccius",56769,NA,NA,NA
"Merluccius merluccius",56769,NA,NA,NA
"Merluccius merluccius",56769,NA,NA,NA
"Merluccius merluccius",56769,NA,NA,NA
"Merluccius merluccius",56769,NA,NA,NA
"Merluccius merluccius",56769,NA,NA,NA
"Merluccius merluccius",56769,NA,NA,3.8
"Merluccius merluccius",56770,5.5,NA,NA
"Merluccius merluccius",56770,8,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,6,8,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,4.4
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,2.5
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,NA
"Merluccius merluccius",56770,NA,NA,3.09
"Merluccius paradoxus",2022,NA,NA,NA
"Merluccius paradoxus",2022,NA,NA,NA
"Merluccius paradoxus",2022,NA,NA,4.7
"Merluccius paradoxus",2022,NA,NA,3.7
"Merluccius productus",340,3,4,NA
"Merluccius productus",340,3,4,NA
"Merluccius productus",340,NA,NA,4
"Merluccius productus",340,3.8,NA,NA
"Merluccius productus",340,NA,NA,3
"Clarkichthys bilineatus",49353,NA,NA,NA
"Mitsukurina owstoni",6219,NA,NA,NA
"Chiloglanis bifurcus",6509,NA,NA,NA
"Synodontis afrofischeri",9856,NA,NA,NA
"Synodontis afrofischeri",9856,NA,NA,NA
"Synodontis batensoda",5745,NA,NA,NA
"Synodontis batensoda",5745,NA,NA,NA
"Synodontis budgetti",9868,NA,NA,NA
"Synodontis budgetti",9868,NA,NA,NA
"Synodontis membranaceus",9840,NA,NA,NA
"Synodontis membranaceus",9840,NA,NA,NA
"Synodontis ocellifer",5746,NA,NA,NA
"Synodontis ocellifer",5746,NA,NA,NA
"Synodontis resupinatus",9937,NA,NA,NA
"Synodontis resupinatus",9937,NA,NA,NA
"Synodontis schall",2652,NA,NA,NA
"Synodontis schall",2652,NA,NA,NA
"Synodontis schall",2652,NA,NA,NA
"Synodontis schall",2652,NA,NA,NA
"Synodontis schall",2652,NA,NA,NA
"Synodontis schall",2652,NA,NA,NA
"Synodontis schall",2652,NA,NA,NA
"Synodontis schall",2652,4,NA,NA
"Synodontis schall",2652,3,NA,NA
"Synodontis victoriae",9961,NA,NA,NA
"Synodontis victoriae",9961,NA,NA,NA
"Synodontis victoriae",9961,NA,NA,NA
"Synodontis zambezensis",8056,NA,NA,NA
"Synodontis zambezensis",8056,NA,NA,NA
"Acreichthys radiatus",8285,NA,NA,NA
"Nelusetta ayraud",14304,2,4,NA
"Rudarius ercodes",4760,NA,NA,1
"Rudarius excelsus",8299,NA,NA,NA
"Rudarius minutus",8300,NA,NA,NA
"Stephanolepis hispidus",4477,NA,NA,NA
"Stephanolepis hispidus",4477,NA,NA,NA
"Thamnaconus modestus",6930,NA,NA,NA
"Monocentris reedi",43826,5,NA,NA
"Monocentris reedi",43826,5,NA,NA
"Monodactylus argenteus",6102,NA,NA,NA
"Monodactylus falciformis",8168,NA,NA,NA
"Monodactylus sebae",10238,NA,NA,NA
"Monodactylus sebae",10238,NA,NA,NA
"Antimora rostrata",2201,NA,NA,NA
"Antimora rostrata",2201,NA,NA,NA
"Antimora rostrata",2201,NA,NA,NA
"Antimora rostrata",2201,NA,NA,NA
"Antimora rostrata",2201,NA,NA,NA
"Antimora rostrata",2201,NA,NA,NA
"Gadella maraldi",2207,NA,NA,NA
"Laemonema longipes",2210,5,6,NA
"Laemonema longipes",2210,5,8,NA
"Laemonema longipes",2210,3,8,NA
"Lepidion eques",2212,8,9,NA
"Lepidion eques",2212,8,9,NA
"Pseudophycis bachus",2216,4,NA,NA
"Pseudophycis bachus",2216,NA,NA,NA
"Brevimyrus niger",5445,NA,NA,NA
"Brienomyrus longianalis",5447,NA,NA,NA
"Cyphomyrus discorhynchus",5666,NA,NA,NA
"Cyphomyrus discorhynchus",5666,NA,NA,NA
"Gnathonemus longibarbis",11185,NA,NA,NA
"Gnathonemus longibarbis",11185,NA,NA,NA
"Hippopotamyrus grahami",12963,NA,NA,NA
"Hippopotamyrus grahami",12963,NA,NA,NA
"Hyperopisus bebe",5312,NA,NA,NA
"Hyperopisus bebe",5312,NA,NA,NA
"Marcusenius macrolepidotus",5664,NA,NA,NA
"Marcusenius macrolepidotus",5664,NA,NA,NA
"Marcusenius macrolepidotus",5664,NA,NA,NA
"Marcusenius macrolepidotus",5664,NA,NA,NA
"Marcusenius ussheri",2587,NA,NA,NA
"Marcusenius victoriae",11243,NA,NA,NA
"Marcusenius victoriae",11243,NA,NA,NA
"Mormyrops anguilloides",2588,NA,NA,NA
"Mormyrops anguilloides",2588,NA,NA,NA
"Mormyrops anguilloides",2588,NA,NA,NA
"Mormyrus hasselquistii",2590,NA,NA,NA
"Mormyrus longirostris",5645,NA,NA,NA
"Mormyrus longirostris",5645,NA,NA,NA
"Mormyrus rume",2591,NA,NA,NA
"Mormyrus rume",2591,NA,NA,NA
"Petrocephalus ansorgii",5452,NA,NA,NA
"Petrocephalus bane",2592,NA,NA,NA
"Petrocephalus bovei",2593,NA,NA,NA
"Petrocephalus bovei",2593,NA,NA,NA
"Petrocephalus catostoma",8694,NA,NA,NA
"Petrocephalus catostoma",8694,NA,NA,NA
"Pollimyrus isidori",5460,0.5,NA,NA
"Pollimyrus nigricans",11352,NA,NA,NA
"Pollimyrus nigricans",11352,NA,NA,NA
"Dicentrarchus labrax",73,NA,NA,4
"Dicentrarchus labrax",73,NA,NA,2
"Dicentrarchus labrax",73,NA,NA,NA
"Dicentrarchus labrax",73,NA,NA,NA
"Dicentrarchus labrax",73,NA,NA,NA
"Dicentrarchus labrax",73,NA,NA,NA
"Dicentrarchus labrax",73,NA,NA,4
"Dicentrarchus labrax",73,NA,NA,2
"Dicentrarchus labrax",73,3,NA,NA
"Dicentrarchus labrax",73,4,7,NA
"Dicentrarchus labrax",73,5,8,NA
"Dicentrarchus labrax",73,4,7,NA
"Morone chrysops",3504,NA,NA,3
"Morone chrysops",3504,NA,NA,2
"Morone saxatilis",367,NA,7,NA
"Morone saxatilis",367,NA,5,NA
"Agonostomus monticola",1101,NA,NA,NA
"Agonostomus monticola",1101,NA,NA,NA
"Aldrichetta forsteri",13270,2,3,NA
"Chelon labrosus",2693,NA,NA,3
"Chelon labrosus",2693,NA,NA,3
"Chelon labrosus",2693,3,NA,NA
"Chelon labrosus",2693,2,NA,NA
"Chelon macrolepis",5045,NA,NA,NA
"Chelon parsia",4885,NA,NA,NA
"Liza abu",13640,NA,NA,1
"Liza abu",13640,NA,NA,1
"Liza aurata",1931,NA,NA,4
"Liza aurata",1931,NA,NA,3
"Liza dumerili",5351,NA,NA,NA
"Liza dumerili",5351,NA,NA,NA
"Liza dumerili",5351,NA,NA,NA
"Liza dumerili",5351,NA,NA,NA
"Liza dumerili",5351,NA,NA,NA
"Liza dumerili",5351,NA,NA,NA
"Liza dumerili",5351,NA,NA,NA
"Liza falcipinnis",5741,NA,NA,NA
"Liza falcipinnis",5741,NA,NA,NA
"Liza falcipinnis",5741,NA,NA,NA
"Liza falcipinnis",5741,NA,NA,NA
"Liza grandisquamis",10241,NA,NA,NA
"Liza grandisquamis",10241,NA,NA,NA
"Liza grandisquamis",10241,NA,NA,NA
"Liza grandisquamis",10241,NA,NA,NA
"Liza grandisquamis",10241,NA,NA,NA
"Liza grandisquamis",10241,NA,NA,NA
"Liza haematocheila",13321,3,NA,NA
"Liza haematocheila",13321,2,NA,NA
"Liza haematocheila",13321,4,5,NA
"Liza klunzingeri",39073,NA,NA,NA
"Liza klunzingeri",39073,NA,NA,NA
"Liza ramada",4769,3,5,NA
"Liza ramada",4769,3,4,NA
"Liza ramada",4769,3,4,NA
"Liza ramada",4769,3,4,NA
"Liza ramada",4769,4,NA,NA
"Liza ramada",4769,2,3,NA
"Liza ramada",4769,NA,NA,3
"Liza ramada",4769,NA,NA,3
"Liza richardsonii",5384,NA,NA,NA
"Liza richardsonii",5384,NA,NA,NA
"Liza richardsonii",5384,NA,NA,NA
"Liza saliens",1932,3,4,NA
"Liza saliens",1932,3,4,NA
"Liza saliens",1932,3,NA,NA
"Liza saliens",1932,2,NA,NA
"Liza saliens",1932,NA,NA,2
"Liza saliens",1932,NA,NA,2
"Liza saliens",1932,NA,NA,3
"Liza tricuspidens",5802,NA,NA,NA
"Moolgarda cunnesius",4921,NA,NA,NA
"Moolgarda cunnesius",4921,NA,NA,NA
"Mugil bananensis",5229,NA,NA,NA
"Mugil bananensis",5229,NA,NA,NA
"Mugil bananensis",5229,NA,NA,NA
"Mugil bananensis",5229,NA,NA,NA
"Mugil cephalus",801,7,8,NA
"Mugil cephalus",801,NA,3,NA
"Mugil cephalus",801,NA,NA,2
"Mugil cephalus",801,NA,NA,2
"Mugil cephalus",801,2,3,NA
"Mugil cephalus",801,3,4,NA
"Mugil cephalus",801,3,4,NA
"Mugil cephalus",801,6,8,NA
"Mugil cephalus",801,NA,NA,NA
"Mugil cephalus",801,3,NA,NA
"Mugil cephalus",801,2,NA,NA
"Mugil cephalus",801,3,NA,6
"Mugil cephalus",801,3,NA,6
"Mugil curema",1102,NA,NA,2.5
"Mugil curema",1102,NA,NA,2
"Mugil curema",1102,NA,NA,NA
"Mugil curema",1102,NA,NA,NA
"Mugil curema",1102,NA,NA,NA
"Mugil curema",1102,NA,NA,NA
"Mugil curema",1102,2,3,NA
"Mugil curema",1102,NA,NA,NA
"Mugil curema",1102,NA,NA,NA
"Mugil curema",1102,NA,NA,3
"Mugil curema",1102,NA,NA,3
"Mugil hospes",1104,NA,NA,2
"Mugil hospes",1104,NA,NA,NA
"Mugil liza",1106,NA,NA,NA
"Mugil liza",1106,NA,NA,NA
"Mugil trichodon",14369,NA,NA,2
"Mugil trichodon",14369,NA,NA,NA
"Myxus capensis",6647,NA,NA,NA
"Myxus capensis",6647,NA,NA,NA
"Oedalechilus labeo",15042,NA,NA,NA
"Trachystoma petardi",39691,4,NA,NA
"Trachystoma petardi",39691,4,NA,NA
"Valamugil buchanani",5046,NA,NA,NA
"Mulloidichthys flavolineatus",6292,NA,NA,NA
"Mulloidichthys flavolineatus",6292,NA,NA,NA
"Mulloidichthys flavolineatus",6292,NA,NA,NA
"Mulloidichthys martinicus",1108,NA,NA,NA
"Mulloidichthys martinicus",1108,NA,NA,NA
"Mulloidichthys martinicus",1108,NA,NA,NA
"Mulloidichthys vanicolensis",6293,NA,NA,NA
"Mulloidichthys vanicolensis",6293,NA,NA,NA
"Mullus argentinae",13988,NA,NA,NA
"Mullus argentinae",13988,NA,NA,NA
"Mullus barbatus barbatus",806,NA,NA,NA
"Mullus barbatus barbatus",806,NA,NA,NA
"Mullus barbatus barbatus",806,NA,NA,NA
"Mullus barbatus barbatus",806,NA,NA,NA
"Mullus barbatus barbatus",806,NA,NA,NA
"Mullus barbatus barbatus",806,NA,NA,NA
"Mullus barbatus barbatus",806,NA,NA,NA
"Mullus barbatus barbatus",806,NA,NA,NA
"Mullus barbatus barbatus",806,NA,NA,NA
"Mullus surmuletus",1345,NA,NA,NA
"Mullus surmuletus",1345,NA,NA,NA
"Mullus surmuletus",1345,NA,NA,NA
"Mullus surmuletus",1345,2,NA,NA
"Mullus surmuletus",1345,2,NA,NA
"Mullus surmuletus",1345,NA,NA,1
"Mullus surmuletus",1345,NA,NA,1
"Mullus surmuletus",1345,NA,NA,NA
"Mullus surmuletus",1345,NA,NA,2
"Mullus surmuletus",1345,NA,NA,NA
"Mullus surmuletus",1345,NA,NA,1
"Mullus surmuletus",1345,NA,NA,NA
"Mullus surmuletus",1345,NA,NA,1.39
"Mullus surmuletus",1345,NA,NA,NA
"Mullus surmuletus",1345,NA,NA,NA
"Mullus surmuletus",1345,NA,NA,NA
"Mullus surmuletus",1345,0,4,NA
"Mullus surmuletus",1345,NA,NA,NA
"Mullus surmuletus",1345,NA,NA,2
"Mullus surmuletus",1345,NA,NA,2
"Mullus surmuletus",1345,NA,NA,NA
"Mullus surmuletus",1345,NA,NA,NA
"Mullus surmuletus",1345,NA,NA,NA
"Mullus surmuletus",1345,NA,NA,NA
"Mullus surmuletus",1345,NA,NA,NA
"Parupeneus macronemus",8188,NA,NA,NA
"Parupeneus multifasciatus",6302,NA,NA,NA
"Parupeneus multifasciatus",6302,NA,NA,NA
"Parupeneus porphyreus",12949,1,1.3,NA
"Pseudupeneus maculatus",1110,NA,NA,NA
"Pseudupeneus maculatus",1110,NA,NA,NA
"Pseudupeneus prayensis",467,0.8,NA,NA
"Upeneus moluccensis",4642,NA,1,NA
"Upeneus moluccensis",4642,NA,NA,NA
"Upeneus sulphureus",4643,NA,NA,NA
"Congresox talabonoides",12039,NA,NA,NA
"Congresox talabonoides",12039,NA,NA,NA
"Gymnothorax emmae",56250,NA,NA,NA
"Gymnothorax flavimarginatus",5651,NA,NA,NA
"Gymnothorax fuscomaculatus",6818,NA,NA,NA
"Gymnothorax kidako",10466,NA,NA,NA
"Gymnothorax monochrous",7576,NA,NA,NA
"Gymnothorax prolatus",48303,NA,NA,NA
"Gymnothorax undulatus",5138,NA,NA,NA
"Muraena augusti",53999,NA,NA,5.3
"Muraena helena",1925,NA,NA,7.1
"Muraena helena",1925,NA,NA,NA
"Muraena helena",1925,NA,NA,NA
"Rhinomuraena quaesita",8909,NA,NA,NA
"Rhinomuraena quaesita",8909,NA,NA,NA
"Muraenolepis microps",7562,4,NA,NA
"Muraenolepis microps",7562,3,5,NA
"Benthosema fibulatum",7725,NA,NA,NA
"Benthosema glaciale",31,2,3,NA
"Benthosema glaciale",31,2,3,NA
"Benthosema suborbitale",6911,NA,NA,0.4
"Bolinichthys indicus",12201,NA,NA,NA
"Bolinichthys supralateralis",7709,NA,NA,NA
"Centrobranchus nigroocellatus",12205,NA,NA,NA
"Ceratoscopelus maderensis",637,NA,NA,NA
"Ceratoscopelus maderensis",637,NA,NA,NA
"Ceratoscopelus warmingii",7360,NA,NA,NA
"Ceratoscopelus warmingii",7360,NA,NA,NA
"Ceratoscopelus warmingii",7360,NA,NA,NA
"Diaphus anderseni",7734,NA,NA,NA
"Diaphus brachycephalus",7735,NA,NA,NA
"Diaphus diademophilus",48875,NA,NA,NA
"Diaphus dumerilii",6912,NA,NA,NA
"Diaphus dumerilii",6912,NA,NA,0.7
"Diaphus dumerilii",6912,NA,NA,NA
"Diaphus fragilis",7738,NA,NA,NA
"Diaphus garmani",10588,NA,NA,NA
"Diaphus holti",1907,NA,NA,NA
"Diaphus hudsoni",7378,NA,NA,NA
"Diaphus lucidus",10589,NA,NA,NA
"Diaphus luetkeni",15168,NA,NA,NA
"Diaphus megalops",48872,NA,NA,NA
"Diaphus metopoclampus",7739,NA,NA,NA
"Diaphus mollis",12742,NA,NA,NA
"Diaphus perspicillatus",7737,NA,NA,NA
"Diaphus rafinesquii",1908,NA,NA,NA
"Diaphus rafinesquii",1908,NA,NA,NA
"Diaphus splendidus",10497,NA,NA,NA
"Diaphus splendidus",10497,NA,NA,NA
"Diaphus taaningi",10498,NA,NA,NA
"Diaphus termophilus",7741,NA,NA,NA
"Diogenichthys atlanticus",7711,NA,NA,NA
"Electrona antarctica",7398,NA,NA,NA
"Electrona antarctica",7398,2,3,NA
"Gonichthys cocco",1912,NA,NA,NA
"Hygophum benoiti",1914,NA,NA,NA
"Hygophum reinhardtii",5013,NA,NA,NA
"Lampadena chavesi",15176,NA,NA,NA
"Lampanyctus alatus",632,NA,NA,NA
"Lampanyctus australis",7544,NA,NA,NA
"Lampanyctus festivus",15185,NA,NA,NA
"Lampanyctus pusillus",639,NA,NA,NA
"Lampanyctus tenuiformis",7717,NA,NA,NA
"Lepidophanes gaussi",635,NA,NA,NA
"Lepidophanes guentheri",6913,NA,NA,0.5
"Lobianchia dofleini",1990,NA,NA,NA
"Lobianchia gemellarii",1991,NA,NA,NA
"Loweina rara",7729,NA,NA,NA
"Metelectrona ventralis",7558,NA,NA,NA
"Myctophum affine",7726,NA,NA,NA
"Myctophum nitidulum",4688,NA,NA,NA
"Myctophum nitidulum",4688,3,NA,NA
"Myctophum punctatum",1346,NA,NA,NA
"Myctophum selenops",7727,NA,NA,NA
"Nannobrachium achirus",7541,NA,NA,NA
"Nannobrachium cuprarium",15184,NA,NA,NA
"Nannobrachium lineatum",10592,NA,NA,NA
"Notolychnus valdiviae",4738,NA,NA,NA
"Notoscopelus resplendens",2931,NA,NA,NA
"Stenobrachius leucopsarus",2933,4,NA,NA
"Symbolophorus barnardi",15205,NA,NA,NA
"Symbolophorus boops",7598,NA,NA,NA
"Symbolophorus rufinus",15208,NA,NA,NA
"Symbolophorus veranyi",1933,NA,NA,NA
"Taaningichthys bathyphilus",7597,NA,NA,NA
"Taaningichthys minimus",7721,NA,NA,NA
"Aetobatus narinari",1266,4,6,NA
"Aetobatus narinari",1266,NA,NA,NA
"Aetobatus narinari",1266,NA,NA,NA
"Aetobatus narutobiei",58490,NA,NA,NA
"Aetomylaeus maculatus",12938,NA,NA,NA
"Aetomylaeus nichofii",10443,NA,NA,NA
"Aetomylaeus vespertilio",12944,NA,NA,NA
"Manta alfredi",55254,NA,NA,NA
"Manta alfredi",55254,NA,NA,NA
"Manta alfredi",55254,3,6,NA
"Manta birostris",2256,NA,NA,NA
"Manta birostris",2256,NA,NA,NA
"Manta birostris",2256,NA,NA,NA
"Manta birostris",2256,NA,NA,6
"Mobula japanica",2783,NA,NA,NA
"Mobula kuhlii",21262,NA,NA,NA
"Mobula thurstoni",2784,NA,NA,NA
"Myliobatis aquila",4518,NA,NA,NA
"Myliobatis aquila",4518,NA,NA,NA
"Myliobatis aquila",4518,NA,NA,NA
"Myliobatis aquila",4518,NA,NA,NA
"Myliobatis californica",2778,NA,NA,3
"Myliobatis freminvillei",1267,NA,NA,NA
"Myliobatis tobijei",13289,NA,NA,NA
"Pteromylaeus bovinus",5245,NA,NA,NA
"Pteromylaeus bovinus",5245,NA,NA,NA
"Rhinoptera bonasus",2780,NA,NA,NA
"Rhinoptera steindachneri",13570,NA,NA,NA
"Rhinoptera steindachneri",13570,NA,NA,NA
"Eptatretus deani",2707,NA,NA,NA
"Eptatretus deani",2707,NA,NA,NA
"Eptatretus nelsoni",44853,NA,NA,NA
"Eptatretus nelsoni",44853,NA,NA,NA
"Eptatretus stoutii",2708,NA,NA,NA
"Eptatretus stoutii",2708,NA,NA,NA
"Myxine glutinosa",2709,NA,NA,NA
"Benthobatis yangi",53951,NA,NA,NA
"Narcine brasiliensis",2747,NA,NA,NA
"Narcine brunnea",14704,NA,NA,NA
"Narcine insolita",50719,NA,NA,NA
"Narcine insolita",50719,NA,NA,NA
"Narcine lasti",50720,NA,NA,NA
"Narcine nelsoni",54288,NA,NA,NA
"Narcine nelsoni",54288,NA,NA,NA
"Narcine oculifera",48826,NA,NA,NA
"Narcine oculifera",48826,NA,NA,NA
"Narcine ornata",54287,NA,NA,NA
"Narcine timlei",8519,NA,NA,NA
"Narcine timlei",8519,NA,NA,NA
"Narcine westraliensis",19157,NA,NA,NA
"Narke japonica",14696,NA,NA,NA
"Narke japonica",14696,NA,NA,NA
"Temera hardwickii",8714,NA,NA,NA
"Temera hardwickii",8714,NA,NA,NA
"Barbatula barbatula",6696,2,3,NA
"Barbatula barbatula",6696,2,3,NA
"Barbatula barbatula",6696,2,NA,NA
"Barbatula barbatula",6696,1,NA,NA
"Barbatula barbatula",6696,2,3,NA
"Barbatula quignardi",55165,NA,NA,NA
"Nemacheilus triangularis",19539,2,NA,NA
"Nemacheilus triangularis",19539,2,NA,NA
"Oreonectes retrodorsalis",50247,NA,NA,NA
"Schistura dorsizona",42104,NA,NA,NA
"Schistura sombooni",42112,NA,NA,NA
"Schistura tubulinaris",42113,NA,NA,NA
"Nemipterus japonicus",4744,NA,NA,1.4
"Nemipterus japonicus",4744,0.5,0.7,NA
"Nemipterus japonicus",4744,NA,NA,0.9
"Nemipterus japonicus",4744,NA,NA,1
"Nemipterus japonicus",4744,NA,NA,NA
"Nemipterus japonicus",4744,NA,NA,NA
"Nemipterus mesoprion",4752,NA,NA,0.7
"Nemipterus mesoprion",4752,NA,NA,NA
"Nemipterus peronii",4739,NA,NA,1
"Nemipterus virgatus",410,NA,NA,NA
"Scolopsis taeniata",6198,NA,NA,1.1
"Neoceratodus forsteri",4705,NA,NA,NA
"Neoceratodus forsteri",4705,NA,NA,NA
"Neoscopelus microchir",10499,NA,NA,NA
"Facciolella equatorialis",48437,4,NA,NA
"Facciolella gilbertii",2816,3,4,NA
"Nettenchelys pygmaea",48427,NA,NA,NA
"Cubiceps caeruleus",8711,1,NA,NA
"Cubiceps caeruleus",8711,2,NA,NA
"Fundulopanchax kamdemi",53612,NA,NA,NA
"Nothobranchius furzeri",10178,0.08,0.13,0.1
"Nothobranchius guentheri",4936,0.12,0.15,NA
"Nothobranchius jubbi",10181,0.2,NA,NA
"Nothobranchius rosenstocki",52050,0.33,0.42,NA
"Nothobranchius virgatus",10198,NA,NA,NA
"Nothobranchius virgatus",10198,NA,NA,NA
"Chitala chitala",2274,NA,NA,3
"Chitala chitala",2274,NA,NA,2
"Notopterus notopterus",8301,NA,NA,NA
"Dissostichus eleginoides",481,6,8,NA
"Dissostichus mawsoni",7377,NA,8,NA
"Dissostichus mawsoni",7377,9.3,16.1,12.8
"Dissostichus mawsoni",7377,9.3,23.9,16.6
"Dissostichus mawsoni",7377,NA,NA,16.6
"Dissostichus mawsoni",7377,NA,NA,12.8
"Gobionotothen gibberifrons",7380,NA,NA,10
"Gobionotothen gibberifrons",7380,NA,NA,NA
"Gobionotothen gibberifrons",7380,NA,NA,NA
"Gobionotothen gibberifrons",7380,NA,NA,NA
"Gobionotothen gibberifrons",7380,NA,NA,NA
"Gobionotothen gibberifrons",7380,NA,NA,NA
"Gobionotothen gibberifrons",7380,NA,NA,NA
"Lepidonotothen squamifrons",7385,7,8,NA
"Lepidonotothen squamifrons",7385,8,9,NA
"Notothenia neglecta",47581,7,8,NA
"Nototheniops larseni",11706,NA,NA,NA
"Nototheniops larseni",11706,NA,NA,NA
"Pleuragramma antarctica",486,NA,NA,NA
"Pleuragramma antarctica",486,3,4,NA
"Trematomus bernacchii",7323,5,6,NA
"Trematomus bernacchii",7323,3,4,NA
"Trematomus eulepidotus",7329,NA,NA,NA
"Odax pullus",13169,NA,NA,NA
"Carcharias taurus",763,NA,NA,NA
"Carcharias taurus",763,6,NA,NA
"Carcharias taurus",763,4,5,NA
"Carcharias taurus",763,NA,NA,NA
"Odontaspis ferox",765,NA,NA,NA
"Odontaspis ferox",765,NA,NA,NA
"Odontaspis noronhai",766,NA,NA,NA
"Odontaspis noronhai",766,NA,NA,NA
"Perccottus glenii",4914,2,3,NA
"Perccottus glenii",4914,1,3,NA
"Ophichthus aphotistos",49091,NA,NA,NA
"Ophichthus hirritus",55760,NA,NA,NA
"Ophichthus hirritus",55760,NA,NA,NA
"Ophichthus lentiginosus",55763,NA,NA,NA
"Ophichthus remiger",42389,NA,NA,NA
"Ophichthus remiger",42389,NA,NA,NA
"Genypterus blacodes",496,5,7,NA
"Genypterus capensis",499,NA,NA,NA
"Genypterus capensis",499,NA,NA,NA
"Genypterus capensis",499,4,5,NA
"Opisthoproctus soleatus",7699,NA,NA,NA
"Oplegnathus punctatus",6859,NA,NA,NA
"Orectolobus japonicus",773,NA,NA,NA
"Orectolobus maculatus",774,NA,NA,NA
"Orectolobus ornatus",775,NA,NA,NA
"Orectolobus ornatus",775,NA,NA,NA
