"autoctr","sciname","StockCode","MaturityRefNo","Sex","AgeMatMin","AgeMatMin2","AgeMatRef","tm","Number","r2","SE_tm","SD_tm","LCL_tm","UCL_tm","LengthMatMin","LengthMatMin2","Type1","LengthMatRef","Lm","SE_Lm","SD_Lm","LCL_Lm","UCL_Lm","Locality","C_Code","E_CODE","Comment","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS","SpecCode"
5108,"Carcharhinus brachyurus",880,56138,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",56138,231,NA,NA,NA,NA,"Southwestern Indian Ocean (2)",NA,NA,NA,2,"2006-02-03T00:00:00.000Z",NA,"2006-02-03T00:00:00.000Z",NA,NA,NA,864
5107,"Carcharhinus brachyurus",880,56138,"male",NA,NA,56138,16,NA,NA,NA,NA,NA,NA,NA,NA,"TL",56138,200,NA,NA,NA,NA,"Southwestern Indian Ocean (1)",NA,NA,NA,2,"2006-02-03T00:00:00.000Z",NA,"2006-02-03T00:00:00.000Z",NA,NA,NA,864
5109,"Carcharhinus brachyurus",880,56138,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",56138,200,NA,NA,NA,NA,"Southwestern Indian Ocean (2)",NA,NA,NA,2,"2006-02-03T00:00:00.000Z",NA,"2006-02-03T00:00:00.000Z",NA,NA,NA,864
1098,"Carcharhinus brevipinna",881,244,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,200,"TL",NA,NA,NA,NA,NA,NA,"to be filled",NA,NA,NA,2,"1994-03-30T00:00:00.000Z",NA,"1994-03-30T00:00:00.000Z",NA,NA,NA,865
1099,"Carcharhinus brevipinna",881,244,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,203,"TL",NA,NA,NA,NA,NA,NA,"to be filled",NA,NA,NA,2,"1994-03-30T00:00:00.000Z",NA,"1994-03-30T00:00:00.000Z",NA,NA,NA,865
5112,"Carcharhinus brevipinna",881,56138,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",56138,210,NA,NA,NA,NA,"Eastern Indian Ocean",NA,NA,NA,2,"2006-02-03T00:00:00.000Z",NA,"2006-02-03T00:00:00.000Z",NA,NA,NA,865
5110,"Carcharhinus brevipinna",881,56138,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,266,"TL",56138,NA,NA,NA,NA,NA,"Southwestern Indian Ocean",NA,NA,NA,2,"2006-02-03T00:00:00.000Z",NA,"2006-02-03T00:00:00.000Z",NA,NA,NA,865
5113,"Carcharhinus brevipinna",881,56138,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",56138,195,NA,NA,NA,NA,"Eastern Indian Ocean",NA,NA,NA,2,"2006-02-03T00:00:00.000Z",NA,"2006-02-03T00:00:00.000Z",NA,NA,NA,865
5111,"Carcharhinus brevipinna",881,56138,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,200,"TL",56138,NA,NA,NA,NA,NA,"Southwestern Indian Ocean",NA,NA,NA,2,"2006-02-03T00:00:00.000Z",NA,"2006-02-03T00:00:00.000Z",NA,NA,NA,865
6411,"Carcharhinus brevipinna",881,58048,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,220,"TL",NA,NA,NA,NA,NA,NA,"not specified","360",NA,NA,1790,"2008-02-13T23:31:07.000Z",NA,"2008-02-13T23:31:07.000Z",NA,NA,NA,865
6410,"Carcharhinus brevipinna",881,58048,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,200,"TL",NA,NA,NA,NA,NA,NA,"not specified","360",NA,NA,1790,"2008-02-13T23:30:40.000Z",NA,"2008-02-13T23:30:40.000Z",NA,NA,NA,865
1100,"Carcharhinus cautus",882,7205,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,"TL",7205,91,NA,NA,NA,NA,"Northern waters","036",NA,NA,3,"1994-07-03T00:00:00.000Z",NA,"1994-07-03T00:00:00.000Z",NA,NA,NA,866
1101,"Carcharhinus cautus",882,7205,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,84,"TL",7205,NA,NA,NA,NA,NA,"Northern waters","036",NA,NA,3,"1994-07-03T00:00:00.000Z",NA,"1994-07-03T00:00:00.000Z",NA,NA,NA,866
8520,"Carcharhinus coatesi",58721,89954,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"TL",NA,NA,NA,NA,NA,NA,"Not given","036",NA,NA,14,"2014-08-14T00:00:00.000Z",NA,"2014-08-14T00:00:00.000Z",NA,NA,NA,67451
8521,"Carcharhinus coatesi",58721,89954,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"TL",NA,NA,NA,NA,NA,NA,"Not given","036",NA,NA,14,"2014-08-14T00:00:00.000Z",NA,"2014-08-14T00:00:00.000Z",NA,NA,NA,67451
1102,"Carcharhinus dussumieri",883,244,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,75,"TL",NA,NA,NA,NA,NA,NA,"Indo-West Pacific",NA,NA,NA,2,"1994-04-04T00:00:00.000Z",NA,"2014-08-18T00:00:00.000Z",NA,NA,NA,867
1103,"Carcharhinus dussumieri",883,244,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,70,"TL",NA,NA,NA,NA,NA,NA,"Indo-West Pacific",NA,NA,NA,2,"1994-04-04T00:00:00.000Z",NA,"1994-09-30T00:00:00.000Z",NA,NA,NA,867
6412,"Carcharhinus dussumieri",883,58048,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,"TL",NA,NA,NA,NA,NA,NA,"not specified","360",NA,"Questionable record, outside distributional range of this species (Ref. 89954).",1790,"2008-02-13T23:33:53.000Z",NA,"2014-08-18T00:00:00.000Z",NA,NA,NA,867
1104,"Carcharhinus falciformis",884,6084,"female",7,9,6084,8,NA,NA,NA,NA,NA,NA,225,NA,"TL",6084,230,NA,NA,NA,NA,"Northwestern Gulf of Mexico, 1982-85","840",NA,"Mature at >225 cm TL. The length (Lm) and age (Tm) at 50% maturity taken from Ref. 52191 have been estimated from data in Ref. 6084.",3,"1993-09-11T00:00:00.000Z",2,"2006-02-07T00:00:00.000Z",NA,NA,NA,868
1105,"Carcharhinus falciformis",884,6084,"male",6,7,6084,NA,NA,NA,NA,NA,NA,NA,210,220,"TL",6084,NA,NA,NA,NA,NA,"Northwestern Gulf of Mexico, 1982-85","840",NA,NA,3,"1993-09-11T00:00:00.000Z",NA,"2004-11-20T00:00:00.000Z",NA,NA,NA,868
1106,"Carcharhinus falciformis",884,6403,"female",NA,NA,56138,12,NA,NA,NA,NA,NA,NA,232,246,"TL",6403,NA,NA,NA,NA,NA,"Campeche Bank, Yucatan","484",NA,NA,3,"1994-01-28T00:00:00.000Z",2,"2006-02-08T00:00:00.000Z",NA,NA,NA,868
1107,"Carcharhinus falciformis",884,6403,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,236,"TL",6411,NA,NA,NA,NA,NA,"Central Pacific Ocean",NA,NA,NA,3,"1994-01-29T00:00:00.000Z",NA,"1994-01-29T00:00:00.000Z",NA,NA,NA,868
1108,"Carcharhinus falciformis",884,6403,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,260,"TL",6184,NA,NA,NA,NA,NA,"East coast","710",NA,NA,3,"1994-01-29T00:00:00.000Z",NA,"1994-01-29T00:00:00.000Z",NA,NA,NA,868
1109,"Carcharhinus falciformis",884,6403,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,"TL",6413,NA,NA,NA,NA,NA,"Gulf of Guinea","566",NA,NA,3,"1994-01-29T00:00:00.000Z",NA,"1994-01-29T00:00:00.000Z",NA,NA,NA,868
1110,"Carcharhinus falciformis",884,6403,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,"TL",6412,NA,NA,NA,NA,NA,"New South Wales (Tasman Sea)","036",NA,NA,3,"1994-01-29T00:00:00.000Z",NA,"1994-01-29T00:00:00.000Z",NA,NA,NA,868
1111,"Carcharhinus falciformis",884,6403,"male",NA,10,6403,NA,NA,NA,NA,NA,NA,NA,216,NA,"TL",6403,225,NA,NA,NA,NA,"Campeche Bank, Yucatan","484",NA,NA,3,"1994-01-28T00:00:00.000Z",3,"1998-10-01T00:00:00.000Z",NA,NA,NA,868
1112,"Carcharhinus falciformis",884,6403,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",6184,240,NA,NA,NA,NA,"East coast","710",NA,NA,3,"1994-01-29T00:00:00.000Z",NA,"1994-01-29T00:00:00.000Z",NA,NA,NA,868
1113,"Carcharhinus falciformis",884,6403,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",6413,220,NA,NA,NA,NA,"Gulf of Guinea","566",NA,NA,3,"1994-01-29T00:00:00.000Z",NA,"1994-01-29T00:00:00.000Z",NA,NA,NA,868
1114,"Carcharhinus falciformis",884,6403,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",6412,214,NA,NA,NA,NA,"New South Wales (Tasman Sea)","036",NA,NA,3,"1994-01-29T00:00:00.000Z",NA,"1994-01-29T00:00:00.000Z",NA,NA,NA,868
3325,"Carcharhinus falciformis",884,37816,"unsexed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,210,"SL",NA,NA,NA,NA,NA,NA,"not specified.","583",NA,NA,309,"2001-04-26T00:00:00.000Z",NA,"2001-04-26T00:00:00.000Z",NA,NA,NA,868
5117,"Carcharhinus falciformis",884,56138,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",56138,234,NA,NA,NA,NA,"Northwestern Atlantic",NA,NA,NA,2,"2006-02-08T00:00:00.000Z",NA,"2006-02-08T00:00:00.000Z",NA,NA,NA,868
5120,"Carcharhinus falciformis",884,56138,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",56138,200,NA,NA,NA,NA,"Southwestern Pacific",NA,NA,NA,2,"2006-02-08T00:00:00.000Z",NA,"2006-02-08T00:00:00.000Z",NA,NA,NA,868
5119,"Carcharhinus falciformis",884,56138,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",56138,248,NA,NA,NA,NA,"Western Indian Ocean",NA,NA,NA,2,"2006-02-08T00:00:00.000Z",NA,"2006-02-08T00:00:00.000Z",NA,NA,NA,868
5118,"Carcharhinus falciformis",884,56138,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TL",56138,218,NA,NA,NA,NA,"Northwestern Atlantic",NA,NA,NA,2,"2006-02-08T00:00:00.000Z",NA,"2006-02-08T00:00:00.000Z",NA,NA,NA,868
5121,"Carcharhinus falciformis",884,56138,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,215,"TL",56138,NA,NA,NA,NA,NA,"Southwestern Pacific",NA,NA,NA,2,"2006-02-08T00:00:00.000Z",NA,"2006-02-08T00:00:00.000Z",NA,NA,NA,868
6414,"Carcharhinus falciformis",884,58048,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,223,"TL",NA,NA,NA,NA,NA,NA,"not specified","360",NA,NA,1790,"2008-02-13T23:43:06.000Z",NA,"2008-02-13T23:43:06.000Z",NA,NA,NA,868
6413,"Carcharhinus falciformis",884,58048,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,204,"TL",NA,NA,NA,NA,NA,NA,"not specified","360",NA,NA,1790,"2008-02-13T23:42:32.000Z",NA,"2008-02-13T23:42:32.000Z",NA,NA,NA,868
1115,"Carcharhinus fitzroyensis",885,7205,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,100,"TL",7205,NA,NA,NA,NA,NA,"Northern waters","036",NA,NA,3,"1994-07-03T00:00:00.000Z",NA,"1994-07-03T00:00:00.000Z",NA,NA,NA,869
1116,"Carcharhinus fitzroyensis",885,7205,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,"TL",7205,88,NA,NA,NA,NA,"Northern waters","036",NA,"Males usually mature by 88 cm TL.",3,"1994-07-03T00:00:00.000Z",2,"2006-02-06T00:00:00.000Z",NA,NA,NA,869
1117,"Carcharhinus galapagensis",886,6871,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,"TL",NA,NA,NA,NA,NA,NA,"Not given.",NA,NA,NA,113,"1998-06-11T00:00:00.000Z",NA,"2001-04-26T00:00:00.000Z",NA,NA,NA,870
1118,"Carcharhinus galapagensis",886,6871,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,230,"TL",NA,NA,NA,NA,NA,NA,"Not given.",NA,NA,NA,113,"1998-06-11T00:00:00.000Z",NA,"1998-06-11T00:00:00.000Z",NA,NA,NA,870
3327,"Carcharhinus galapagensis",886,37816,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,"TL",NA,NA,NA,NA,NA,NA,"not specified","583",NA,NA,309,"2001-04-26T00:00:00.000Z",NA,"2006-02-06T00:00:00.000Z",NA,NA,NA,870
3326,"Carcharhinus galapagensis",886,37816,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,230,"TL",NA,NA,NA,NA,NA,NA,"not specified","583",NA,NA,309,"2001-04-26T00:00:00.000Z",NA,"2006-02-06T00:00:00.000Z",NA,NA,NA,870
5124,"Carcharhinus galapagensis",886,56138,"female",6.5,9,56138,NA,NA,NA,NA,NA,NA,NA,215,245,"TL",56138,NA,NA,NA,NA,NA,"to be filled","840B",NA,NA,2,"2006-02-08T00:00:00.000Z",NA,"2006-02-08T00:00:00.000Z",NA,NA,NA,870
5125,"Carcharhinus galapagensis",886,56138,"male",6,8,56138,NA,NA,NA,NA,NA,NA,NA,205,239,"TL",56138,NA,NA,NA,NA,NA,"to be filled","840B",NA,NA,2,"2006-02-08T00:00:00.000Z",NA,"2006-02-08T00:00:00.000Z",NA,NA,NA,870
1119,"Carcharhinus isodon",888,244,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,"TL",NA,NA,NA,NA,NA,NA,"Western Atlantic",NA,NA,NA,2,"1994-04-04T00:00:00.000Z",NA,"1994-04-15T00:00:00.000Z",NA,NA,NA,872
1120,"Carcharhinus isodon",888,244,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,"TL",NA,NA,NA,NA,NA,NA,"Western Atlantic",NA,NA,NA,2,"1994-04-04T00:00:00.000Z",NA,"1994-04-04T00:00:00.000Z",NA,NA,NA,872
1121,"Carcharhinus isodon",888,6821,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,6823,NA,NA,NA,NA,NA,"Dauphin Island, Alabama","840",NA,NA,2,"1994-04-15T00:00:00.000Z",NA,"1994-04-15T00:00:00.000Z",NA,NA,NA,872
1122,"Carcharhinus isodon",888,6821,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,120,NA,6823,NA,NA,NA,NA,NA,"Dauphin Island, Alabama","840",NA,NA,2,"1994-04-15T00:00:00.000Z",NA,"1994-04-15T00:00:00.000Z",NA,NA,NA,872
4511,"Carcharhinus isodon",888,49961,"female",NA,NA,49961,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,49961,123,NA,NA,NA,NA,"St. Andrew Bay to Apalachicola Bay, Gulf of Mexico, 1995-99","840",NA,NA,3,"2004-09-26T00:00:00.000Z",NA,"2004-09-26T00:00:00.000Z",NA,NA,NA,872
4510,"Carcharhinus isodon",888,49961,"male",NA,NA,49961,3.9,NA,NA,NA,NA,NA,NA,NA,NA,"TL",49961,119,NA,NA,NA,NA,"St. Andrew Bay to Apalachicola Bay, Gulf of Mexico, 1995-99","840",NA,NA,3,"2004-09-26T00:00:00.000Z",NA,"2004-09-26T00:00:00.000Z",NA,NA,NA,872
1123,"Carcharhinus leucas",889,244,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,230,"TL",NA,NA,NA,NA,NA,NA,"to be filled",NA,NA,NA,2,"1994-04-04T00:00:00.000Z",NA,"1998-10-12T00:00:00.000Z",NA,NA,NA,873
1124,"Carcharhinus leucas",889,244,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,226,"TL",NA,NA,NA,NA,NA,NA,"to be filled",NA,NA,NA,2,"1994-04-04T00:00:00.000Z",NA,"1998-10-12T00:00:00.000Z",NA,NA,NA,873
1125,"Carcharhinus leucas",889,4332,"unsexed",6,NA,244,NA,NA,NA,NA,NA,NA,NA,NA,250,"TL",6184,NA,NA,NA,NA,NA,"South Africa","710",NA,"100 % are mature at 250 cm TL.",3,"1993-10-14T00:00:00.000Z",2,"1994-09-27T00:00:00.000Z",3,"1995-04-01T00:00:00.000Z",NA,873
3456,"Carcharhinus leucas",889,9165,"female",18.2,NA,9165,NA,NA,NA,NA,NA,NA,NA,226,NA,"TL",9165,NA,NA,NA,NA,NA,"northern Gulf of Mexico, 1979-85","840",NA,NA,3,"2001-10-20T00:00:00.000Z",NA,"2001-10-20T00:00:00.000Z",NA,NA,NA,873
1126,"Carcharhinus leucas",889,9165,"male",14,15,9165,NA,NA,NA,NA,NA,NA,NA,210,220,"TL",9165,NA,NA,NA,NA,NA,"Northern Gulf of Mexico, 1979-85","840",NA,NA,3,"1995-05-03T00:00:00.000Z",NA,"2001-10-20T00:00:00.000Z",NA,NA,NA,873
1127,"Carcharhinus leucas",889,31395,"female",NA,NA,31395,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not given.",NA,NA,NA,1,"1999-10-04T00:00:00.000Z",NA,"1999-10-04T00:00:00.000Z",NA,NA,NA,873
3839,"Carcharhinus leucas",889,42004,"female",NA,NA,42004,21,NA,NA,NA,NA,NA,NA,NA,NA,"OT",42004,193,NA,NA,NA,NA,"east coast","710",NA,"Length measurement used: precaudal.",3,"2002-05-23T00:00:00.000Z",NA,"2002-05-23T00:00:00.000Z",NA,NA,NA,873
3840,"Carcharhinus leucas",889,42004,"male",NA,NA,42004,20,NA,NA,NA,NA,NA,NA,NA,NA,"OT",42004,190,NA,NA,NA,NA,"east coast","710",NA,"Length measurement used: precaudal.",3,"2002-05-23T00:00:00.000Z",NA,"2002-05-23T00:00:00.000Z",NA,NA,NA,873
6416,"Carcharhinus leucas",889,58048,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,230,"TL",NA,NA,NA,NA,NA,NA,"not specified","360",NA,NA,1790,"2008-02-13T23:46:41.000Z",NA,"2008-02-13T23:46:41.000Z",NA,NA,NA,873
6415,"Carcharhinus leucas",889,58048,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,226,"TL",NA,NA,NA,NA,NA,NA,"not specified","360",NA,NA,1790,"2008-02-13T23:46:21.000Z",NA,"2008-02-13T23:46:21.000Z",NA,NA,NA,873
8567,"Carcharhinus leucas",889,93252,"unsexed",NA,6,93252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chesapeake Bay","840",1071,NA,2291,"2015-01-09T00:00:00.000Z",NA,"2015-01-09T00:00:00.000Z",NA,NA,NA,873
1128,"Carcharhinus limbatus",890,244,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,155,"OT",26970,NA,NA,NA,NA,NA,"Off Natal","710",NA,"PCL: precaudal length.",2,"1994-04-05T00:00:00.000Z",34,"1998-10-12T00:00:00.000Z",NA,NA,NA,874
1129,"Carcharhinus limbatus",890,244,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,150,"OT",26970,NA,NA,NA,NA,NA,"Off Natal","710",NA,"PCL: precaudal length.",2,"1994-04-05T00:00:00.000Z",34,"1998-05-08T00:00:00.000Z",NA,NA,NA,874
1130,"Carcharhinus limbatus",890,4332,"unsexed",4,NA,244,NA,NA,NA,NA,NA,NA,NA,NA,180,"TL",6184,NA,NA,NA,NA,NA,"South Africa","710",NA,"100 % are mature at 180 cm TL.",3,"1993-10-14T00:00:00.000Z",2,"1998-10-12T00:00:00.000Z",3,"1995-04-01T00:00:00.000Z",NA,874
1131,"Carcharhinus limbatus",890,6088,"unsexed",3,4,6088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arafura and Timor Seas, 1980-84","036",NA,NA,3,"1993-09-12T00:00:00.000Z",NA,"1998-09-03T00:00:00.000Z",NA,NA,NA,874
1132,"Carcharhinus limbatus",890,27160,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,"TL",6819,NA,NA,NA,NA,NA,"Rio Grande de Buba","624",NA,NA,3,"1998-09-03T00:00:00.000Z",NA,"1998-09-03T00:00:00.000Z",NA,NA,NA,874
1133,"Carcharhinus limbatus",890,27160,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,"TL",6819,NA,NA,NA,NA,NA,"Rio Grande de Buba","624",NA,NA,3,"1998-09-03T00:00:00.000Z",NA,"1998-09-03T00:00:00.000Z",NA,NA,NA,874
1134,"Carcharhinus limbatus",890,31395,"female",6,8,31395,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not given.",NA,NA,NA,1,"1999-10-04T00:00:00.000Z",NA,"1999-10-04T00:00:00.000Z",NA,NA,NA,874
3329,"Carcharhinus limbatus",890,37816,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,190,"TL",NA,NA,NA,NA,NA,NA,"not specified","583",NA,NA,309,"2001-04-26T00:00:00.000Z",NA,"2001-04-26T00:00:00.000Z",NA,NA,NA,874
3328,"Carcharhinus limbatus",890,37816,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,180,"TL",NA,NA,NA,NA,NA,NA,"not specified","583",NA,NA,309,"2001-04-26T00:00:00.000Z",NA,"2001-04-26T00:00:00.000Z",NA,NA,NA,874
4597,"Carcharhinus limbatus",890,52191,"mixed",NA,NA,52203,7,NA,NA,NA,NA,NA,NA,NA,NA,"TL",52203,157,NA,NA,NA,NA,"northwestern Gulf of Mexico","840",NA,NA,3,"2004-11-20T00:00:00.000Z",NA,"2004-11-20T00:00:00.000Z",NA,NA,NA,874
6418,"Carcharhinus limbatus",890,58048,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,194,"TL",NA,NA,NA,NA,NA,NA,"not specified","360",NA,NA,1790,"2008-02-13T23:52:42.000Z",NA,"2008-02-13T23:52:42.000Z",NA,NA,NA,874
6417,"Carcharhinus limbatus",890,58048,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,180,"TL",NA,NA,NA,NA,NA,NA,"not specified","360",NA,NA,1790,"2008-02-13T23:49:25.000Z",NA,"2008-02-13T23:49:25.000Z",NA,NA,NA,874
1135,"Carcharhinus longimanus",891,244,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,200,"TL",NA,NA,NA,NA,NA,NA,"to be filled",NA,NA,NA,2,"1994-04-06T00:00:00.000Z",NA,"2001-04-21T00:00:00.000Z",NA,NA,NA,875
1136,"Carcharhinus longimanus",891,244,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,198,"TL",NA,NA,NA,NA,NA,NA,"to be filled",NA,NA,NA,2,"1994-04-06T00:00:00.000Z",NA,"1994-04-06T00:00:00.000Z",NA,NA,NA,875
1137,"Carcharhinus longimanus",891,31395,"female",4,5,31395,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not given.",NA,NA,NA,1,"1999-10-04T00:00:00.000Z",NA,"1999-10-04T00:00:00.000Z",NA,NA,NA,875
3331,"Carcharhinus longimanus",891,37816,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,200,"TL",NA,NA,NA,NA,NA,NA,"not specified.","583",NA,NA,309,"2001-04-26T00:00:00.000Z",NA,"2001-04-26T00:00:00.000Z",NA,NA,NA,875
3330,"Carcharhinus longimanus",891,37816,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,195,"TL",NA,NA,NA,NA,NA,NA,"not specified","583",NA,NA,309,"2001-04-26T00:00:00.000Z",NA,"2001-04-26T00:00:00.000Z",NA,NA,NA,875
4207,"Carcharhinus longimanus",891,47992,"mixed",6,7,47992,NA,NA,NA,NA,NA,NA,NA,180,190,"TL",47992,NA,NA,NA,NA,NA,"Northeastern coast, 1992-97","076",NA,NA,3,"2003-10-01T00:00:00.000Z",NA,"2003-10-01T00:00:00.000Z",NA,NA,NA,875
6420,"Carcharhinus longimanus",891,58048,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,200,"TL",NA,NA,NA,NA,NA,NA,"not specified","360",NA,NA,1790,"2008-02-13T23:55:41.000Z",NA,"2008-02-13T23:55:41.000Z",NA,NA,NA,875
6419,"Carcharhinus longimanus",891,58048,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,200,"TL",NA,NA,NA,NA,NA,NA,"not specified","360",NA,NA,1790,"2008-02-13T23:55:14.000Z",NA,"2008-02-13T23:55:14.000Z",NA,NA,NA,875
1138,"Carcharhinus macloti",892,244,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,89,"TL",NA,NA,NA,NA,NA,NA,"Indo-West Pacific",NA,NA,NA,2,"1994-04-05T00:00:00.000Z",NA,"1994-04-05T00:00:00.000Z",NA,NA,NA,876
1139,"Carcharhinus macloti",892,244,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,"TL",NA,NA,NA,NA,NA,NA,"Indo-West Pacific",NA,NA,NA,2,"1994-04-05T00:00:00.000Z",NA,"1994-09-27T00:00:00.000Z",NA,NA,NA,876
6421,"Carcharhinus macloti",892,58048,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,75,"TL",NA,NA,NA,NA,NA,NA,"not specified","360",NA,NA,1790,"2008-02-13T23:58:11.000Z",NA,"2008-02-13T23:58:11.000Z",NA,NA,NA,876
6422,"Carcharhinus macloti",892,58048,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,75,"TL",NA,NA,NA,NA,NA,NA,"not specified","360",NA,NA,1790,"2008-02-13T23:59:11.000Z",NA,"2008-02-13T23:59:11.000Z",NA,NA,NA,876
1140,"Carcharhinus melanopterus",893,244,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,112,"TL",NA,NA,NA,NA,NA,NA,"Indo-West Pacific",NA,NA,NA,2,"1994-04-05T00:00:00.000Z",NA,"2001-04-21T00:00:00.000Z",NA,NA,NA,877
1141,"Carcharhinus melanopterus",893,244,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,100,"TL",NA,NA,NA,NA,NA,NA,"Indo-West Pacific",NA,NA,NA,2,"1994-04-05T00:00:00.000Z",NA,"1994-04-05T00:00:00.000Z",NA,NA,NA,877
1142,"Carcharhinus melanopterus",893,7205,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,97,"TL",7205,NA,NA,NA,NA,NA,"Northern waters","036",NA,NA,3,"1994-07-03T00:00:00.000Z",NA,"1994-07-03T00:00:00.000Z",NA,NA,NA,877
1143,"Carcharhinus melanopterus",893,7205,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,"TL",7205,NA,NA,NA,NA,NA,"Northern waters","036",NA,NA,3,"1994-07-03T00:00:00.000Z",NA,"1994-07-03T00:00:00.000Z",NA,NA,NA,877
